Census Year,Measure,Area Unit,Area Unit Code,Value,Value Unit,Value Label,Null Reason
2001,Median household income ($),Mornington,Mornington,34800,nzd,NZD,
2006,Median household income ($),Mornington,Mornington,46900,nzd,NZD,
2013,Median household income ($),Mornington,Mornington,59100,nzd,NZD,
2001,Median household income ($),Belleknowes,Belleknowes,47500,nzd,NZD,
2006,Median household income ($),Belleknowes,Belleknowes,56800,nzd,NZD,
2013,Median household income ($),Belleknowes,Belleknowes,67500,nzd,NZD,
2001,Median household income ($),Kenmure,Kenmure,39800,nzd,NZD,
2006,Median household income ($),Kenmure,Kenmure,52700,nzd,NZD,
2013,Median household income ($),Kenmure,Kenmure,66500,nzd,NZD,
2001,Median household income ($),Caversham,Caversham,26700,nzd,NZD,
2006,Median household income ($),Caversham,Caversham,36300,nzd,NZD,
2013,Median household income ($),Caversham,Caversham,43500,nzd,NZD,
2001,Median household income ($),Corstorphine West,Corstorphine West,24600,nzd,NZD,
2006,Median household income ($),Corstorphine West,Corstorphine West,34300,nzd,NZD,
2013,Median household income ($),Corstorphine West,Corstorphine West,46400,nzd,NZD,
2001,Median household income ($),Corstorphine East,Corstorphine East,37300,nzd,NZD,
2006,Median household income ($),Corstorphine East,Corstorphine East,55700,nzd,NZD,
2013,Median household income ($),Corstorphine East,Corstorphine East,62500,nzd,NZD,
2001,Median household income ($),Caledonian,Caledonian,,nzd,NZD,confidential
2006,Median household income ($),Caledonian,Caledonian,,nzd,NZD,confidential
2013,Median household income ($),Caledonian,Caledonian,,nzd,NZD,confidential
2001,Median household income ($),South Dunedin,South Dunedin,16600,nzd,NZD,
2006,Median household income ($),South Dunedin,South Dunedin,20600,nzd,NZD,
2013,Median household income ($),South Dunedin,South Dunedin,26100,nzd,NZD,
2001,Median household income ($),Forbury,Forbury,25100,nzd,NZD,
2006,Median household income ($),Forbury,Forbury,32500,nzd,NZD,
2013,Median household income ($),Forbury,Forbury,41200,nzd,NZD,
2001,Median household income ($),St Clair,St Clair,33700,nzd,NZD,
2006,Median household income ($),St Clair,St Clair,46400,nzd,NZD,
2013,Median household income ($),St Clair,St Clair,59600,nzd,NZD,
2001,Median household income ($),Musselburgh,Musselburgh,36800,nzd,NZD,
2006,Median household income ($),Musselburgh,Musselburgh,51900,nzd,NZD,
2013,Median household income ($),Musselburgh,Musselburgh,61300,nzd,NZD,
2001,Median household income ($),Andersons Bay,Andersons Bay,45300,nzd,NZD,
2006,Median household income ($),Andersons Bay,Andersons Bay,57000,nzd,NZD,
2013,Median household income ($),Andersons Bay,Andersons Bay,71700,nzd,NZD,
2001,Median household income ($),Vauxhall,Vauxhall,51800,nzd,NZD,
2006,Median household income ($),Vauxhall,Vauxhall,68000,nzd,NZD,
2013,Median household income ($),Vauxhall,Vauxhall,80300,nzd,NZD,
2001,Median household income ($),St Leonards-Blanket Bay,St Leonards-Blanket Bay,43600,nzd,NZD,
2006,Median household income ($),St Leonards-Blanket Bay,St Leonards-Blanket Bay,58100,nzd,NZD,
2013,Median household income ($),St Leonards-Blanket Bay,St Leonards-Blanket Bay,76600,nzd,NZD,
2001,Median household income ($),Ravensbourne,Ravensbourne,37300,nzd,NZD,
2006,Median household income ($),Ravensbourne,Ravensbourne,45300,nzd,NZD,
2013,Median household income ($),Ravensbourne,Ravensbourne,60100,nzd,NZD,
2001,Median household income ($),Inner Peninsula,Inner Peninsula,42000,nzd,NZD,
2006,Median household income ($),Inner Peninsula,Inner Peninsula,56100,nzd,NZD,
2013,Median household income ($),Inner Peninsula,Inner Peninsula,70300,nzd,NZD,
2001,Median household income ($),Company Bay,Company Bay,51400,nzd,NZD,
2006,Median household income ($),Company Bay,Company Bay,66000,nzd,NZD,
2013,Median household income ($),Company Bay,Company Bay,83300,nzd,NZD,
2001,Median household income ($),Macandrew Bay,Macandrew Bay,47200,nzd,NZD,
2006,Median household income ($),Macandrew Bay,Macandrew Bay,62500,nzd,NZD,
2013,Median household income ($),Macandrew Bay,Macandrew Bay,74700,nzd,NZD,
2001,Median household income ($),Broad Bay-Portobello,Broad Bay-Portobello,37700,nzd,NZD,
2006,Median household income ($),Broad Bay-Portobello,Broad Bay-Portobello,48800,nzd,NZD,
2013,Median household income ($),Broad Bay-Portobello,Broad Bay-Portobello,63500,nzd,NZD,
2001,Median household income ($),Taiaroa-Cape Saunders,Taiaroa-Cape Saunders,23800,nzd,NZD,
2006,Median household income ($),Taiaroa-Cape Saunders,Taiaroa-Cape Saunders,28100,nzd,NZD,
2013,Median household income ($),Taiaroa-Cape Saunders,Taiaroa-Cape Saunders,36900,nzd,NZD,
2001,Median household income ($),Sandymount,Sandymount,38300,nzd,NZD,
2006,Median household income ($),Sandymount,Sandymount,54000,nzd,NZD,
2013,Median household income ($),Sandymount,Sandymount,75000,nzd,NZD,
2001,Median household income ($),Sawyers Bay,Sawyers Bay,36400,nzd,NZD,
2006,Median household income ($),Sawyers Bay,Sawyers Bay,49600,nzd,NZD,
2013,Median household income ($),Sawyers Bay,Sawyers Bay,58600,nzd,NZD,
2001,Median household income ($),Port Chalmers,Port Chalmers,27200,nzd,NZD,
2006,Median household income ($),Port Chalmers,Port Chalmers,34000,nzd,NZD,
2013,Median household income ($),Port Chalmers,Port Chalmers,45600,nzd,NZD,
2001,Median household income ($),St Kilda West,St Kilda West,34600,nzd,NZD,
2006,Median household income ($),St Kilda West,St Kilda West,50100,nzd,NZD,
2013,Median household income ($),St Kilda West,St Kilda West,61800,nzd,NZD,
2001,Median household income ($),St Kilda Central,St Kilda Central,24300,nzd,NZD,
2006,Median household income ($),St Kilda Central,St Kilda Central,32200,nzd,NZD,
2013,Median household income ($),St Kilda Central,St Kilda Central,38900,nzd,NZD,
2001,Median household income ($),St Kilda East,St Kilda East,23400,nzd,NZD,
2006,Median household income ($),St Kilda East,St Kilda East,30300,nzd,NZD,
2013,Median household income ($),St Kilda East,St Kilda East,38200,nzd,NZD,
2001,Median household income ($),Green Island,Green Island,29300,nzd,NZD,
2006,Median household income ($),Green Island,Green Island,38800,nzd,NZD,
2013,Median household income ($),Green Island,Green Island,50800,nzd,NZD,
2001,Median household income ($),Abbotsford,Abbotsford,40300,nzd,NZD,
2006,Median household income ($),Abbotsford,Abbotsford,49000,nzd,NZD,
2013,Median household income ($),Abbotsford,Abbotsford,63800,nzd,NZD,
2001,Median household income ($),Concord,Concord,38000,nzd,NZD,
2006,Median household income ($),Concord,Concord,46700,nzd,NZD,
2013,Median household income ($),Concord,Concord,59000,nzd,NZD,
2001,Median household income ($),Mosgiel East,Mosgiel East,26100,nzd,NZD,
2006,Median household income ($),Mosgiel East,Mosgiel East,31600,nzd,NZD,
2013,Median household income ($),Mosgiel East,Mosgiel East,37800,nzd,NZD,
2001,Median household income ($),Mosgiel South,Mosgiel South,26900,nzd,NZD,
2006,Median household income ($),Mosgiel South,Mosgiel South,30600,nzd,NZD,
2013,Median household income ($),Mosgiel South,Mosgiel South,39100,nzd,NZD,
2001,Median household income ($),East Taieri,East Taieri,48100,nzd,NZD,
2006,Median household income ($),East Taieri,East Taieri,66300,nzd,NZD,
2013,Median household income ($),East Taieri,East Taieri,84500,nzd,NZD,
2001,Median household income ($),Bush Road,Bush Road,29100,nzd,NZD,
2006,Median household income ($),Bush Road,Bush Road,35300,nzd,NZD,
2013,Median household income ($),Bush Road,Bush Road,44700,nzd,NZD,
2001,Median household income ($),Benhar,Benhar,31700,nzd,NZD,
2006,Median household income ($),Benhar,Benhar,37500,nzd,NZD,
2013,Median household income ($),Benhar,Benhar,51700,nzd,NZD,
2001,Median household income ($),Stirling,Stirling,38000,nzd,NZD,
2006,Median household income ($),Stirling,Stirling,50400,nzd,NZD,
2013,Median household income ($),Stirling,Stirling,70500,nzd,NZD,
2001,Median household income ($),Bruce,Bruce,41300,nzd,NZD,
2006,Median household income ($),Bruce,Bruce,51000,nzd,NZD,
2013,Median household income ($),Bruce,Bruce,65200,nzd,NZD,
2001,Median household income ($),Milton,Milton,27800,nzd,NZD,
2006,Median household income ($),Milton,Milton,34500,nzd,NZD,
2013,Median household income ($),Milton,Milton,45600,nzd,NZD,
2001,Median household income ($),Kaitangata,Kaitangata,30100,nzd,NZD,
2006,Median household income ($),Kaitangata,Kaitangata,35800,nzd,NZD,
2013,Median household income ($),Kaitangata,Kaitangata,49000,nzd,NZD,
2001,Median household income ($),Clinton,Clinton,34300,nzd,NZD,
2006,Median household income ($),Clinton,Clinton,35800,nzd,NZD,
2013,Median household income ($),Clinton,Clinton,42500,nzd,NZD,
2001,Median household income ($),Kaka Point,Kaka Point,29500,nzd,NZD,
2006,Median household income ($),Kaka Point,Kaka Point,36700,nzd,NZD,
2013,Median household income ($),Kaka Point,Kaka Point,58300,nzd,NZD,
2001,Median household income ($),Owaka,Owaka,30200,nzd,NZD,
2006,Median household income ($),Owaka,Owaka,35400,nzd,NZD,
2013,Median household income ($),Owaka,Owaka,45000,nzd,NZD,
2001,Median household income ($),Clutha,Clutha,45200,nzd,NZD,
2006,Median household income ($),Clutha,Clutha,48200,nzd,NZD,
2013,Median household income ($),Clutha,Clutha,65800,nzd,NZD,
2001,Median household income ($),Balclutha,Balclutha,33300,nzd,NZD,
2006,Median household income ($),Balclutha,Balclutha,38800,nzd,NZD,
2013,Median household income ($),Balclutha,Balclutha,50300,nzd,NZD,
2001,Median household income ($),Teviot,Teviot,28700,nzd,NZD,
2006,Median household income ($),Teviot,Teviot,38100,nzd,NZD,
2013,Median household income ($),Teviot,Teviot,49700,nzd,NZD,
2001,Median household income ($),Tuapeka,Tuapeka,41800,nzd,NZD,
2006,Median household income ($),Tuapeka,Tuapeka,47300,nzd,NZD,
2013,Median household income ($),Tuapeka,Tuapeka,61500,nzd,NZD,
2001,Median household income ($),Tapanui,Tapanui,32800,nzd,NZD,
2006,Median household income ($),Tapanui,Tapanui,35700,nzd,NZD,
2013,Median household income ($),Tapanui,Tapanui,44600,nzd,NZD,
2001,Median household income ($),Lawrence,Lawrence,25600,nzd,NZD,
2006,Median household income ($),Lawrence,Lawrence,30200,nzd,NZD,
2013,Median household income ($),Lawrence,Lawrence,41300,nzd,NZD,
2001,Median household income ($),Roxburgh,Roxburgh,22800,nzd,NZD,
2006,Median household income ($),Roxburgh,Roxburgh,28300,nzd,NZD,
2013,Median household income ($),Roxburgh,Roxburgh,40200,nzd,NZD,
2001,Median household income ($),Ranfurly,Ranfurly,26500,nzd,NZD,
2006,Median household income ($),Ranfurly,Ranfurly,28600,nzd,NZD,
2013,Median household income ($),Ranfurly,Ranfurly,38100,nzd,NZD,
2001,Median household income ($),Maniototo,Maniototo,37100,nzd,NZD,
2006,Median household income ($),Maniototo,Maniototo,45300,nzd,NZD,
2013,Median household income ($),Maniototo,Maniototo,58900,nzd,NZD,
2001,Median household income ($),Naseby,Naseby,28300,nzd,NZD,
2006,Median household income ($),Naseby,Naseby,30300,nzd,NZD,
2013,Median household income ($),Naseby,Naseby,42500,nzd,NZD,
2001,Median household income ($),Dunstan,Dunstan,40800,nzd,NZD,
2006,Median household income ($),Dunstan,Dunstan,53400,nzd,NZD,
2013,Median household income ($),Dunstan,Dunstan,63700,nzd,NZD,
2001,Median household income ($),Clyde,Clyde,28900,nzd,NZD,
2006,Median household income ($),Clyde,Clyde,41500,nzd,NZD,
2013,Median household income ($),Clyde,Clyde,56200,nzd,NZD,
2001,Median household income ($),Hawea,Hawea,33500,nzd,NZD,
2006,Median household income ($),Hawea,Hawea,49400,nzd,NZD,
2013,Median household income ($),Hawea,Hawea,58700,nzd,NZD,
2001,Median household income ($),Inland Water-Lake Hawea,Inland Water-Lake Hawea,,nzd,NZD,confidential
2006,Median household income ($),Inland Water-Lake Hawea,Inland Water-Lake Hawea,,nzd,NZD,confidential
2013,Median household income ($),Inland Water-Lake Hawea,Inland Water-Lake Hawea,,nzd,NZD,confidential
2001,Median household income ($),Alexandra,Alexandra,28800,nzd,NZD,
2006,Median household income ($),Alexandra,Alexandra,40600,nzd,NZD,
2013,Median household income ($),Alexandra,Alexandra,48800,nzd,NZD,
2001,Median household income ($),Cromwell,Cromwell,29800,nzd,NZD,
2006,Median household income ($),Cromwell,Cromwell,48800,nzd,NZD,
