,Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
536,Te aro,-41.2924322,174.7788891,Mrs Kims Korean Kitchen,-41.292681816471294,174.77398752022313,Korean Restaurant
537,Te aro,-41.2924322,174.7788891,Sweet Mother's Kitchen,-41.29402009985825,174.7832786342386,Southern / Soul Food Restaurant
538,Te aro,-41.2924322,174.7788891,The Flying Burrito Brothers,-41.29469685850922,174.7749014005381,Mexican Restaurant
539,Te aro,-41.2924322,174.7788891,Harbourside Market,-41.29121374134778,174.78335124964806,Farmers Market
540,Te aro,-41.2924322,174.7788891,Nikau Gallery Cafe,-41.288483020232675,174.77757845883235,Café
541,Te aro,-41.2924322,174.7788891,PhotonFlux,-41.292908607065776,174.7735498206839,Bar
542,Te aro,-41.2924322,174.7788891,Rasa,-41.2950934761358,174.77473610073963,Malay Restaurant
543,Te aro,-41.2924322,174.7788891,Midnight Espresso,-41.294648752253245,174.77496310652904,Café
544,Te aro,-41.2924322,174.7788891,Hummingbird,-41.293829991058814,174.78272584860503,Restaurant
545,Te aro,-41.2924322,174.7788891,Waitangi Park,-41.29153526046129,174.78511983813794,Park
546,Te aro,-41.2924322,174.7788891,BurgerFuel,-41.294584,174.775158,Burger Joint
547,Te aro,-41.2924322,174.7788891,Neo Cafe & Eatery,-41.289456239241396,174.77456294199717,Café
548,Te aro,-41.2924322,174.7788891,S&M's Cocktail and Lounge Bar,-41.294553218494165,174.7750026866532,Gay Bar
549,Te aro,-41.2924322,174.7788891,Caffe L'affare,-41.296105543238816,174.78031111858195,Café
550,Te aro,-41.2924322,174.7788891,Fidel's Cafe,-41.29592152019071,174.7742319197476,Café
551,Te aro,-41.2924322,174.7788891,Civic Square,-41.28867601035872,174.77722921752957,Plaza
552,Te aro,-41.2924322,174.7788891,Havana Coffee Works,-41.29751631879276,174.77894115680525,Coffee Shop
553,Te aro,-41.2924322,174.7788891,Ombra,-41.29478404470713,174.7749120188611,Italian Restaurant
554,Te aro,-41.2924322,174.7788891,Ekim Burgers,-41.29622931018094,174.77420481836467,Burger Joint
555,Te aro,-41.2924322,174.7788891,Exodus Health & Fitness Club,-41.29721947557871,174.77925094875258,Gym
556,Te aro,-41.2924322,174.7788891,Pukeahu National War Memorial Park,-41.298556178914446,174.77740288537797,Monument / Landmark
557,Te aro,-41.2924322,174.7788891,Heyday Beer Co,-41.29672507610351,174.77360021890735,Bar
558,Te aro,-41.2924322,174.7788891,Phoenician Falafel,-41.29410934679311,174.7836019515716,Falafel Restaurant
559,Te aro,-41.2924322,174.7788891,Le Moulin Bakery,-41.294013927496216,174.7720745714412,Bakery
560,Te aro,-41.2924322,174.7788891,PB Technologies,-41.297011190584655,174.7813403691951,Electronics Store
561,Te aro,-41.2924322,174.7788891,Southern Cross Garden Bar Restaurant,-41.29649709965114,174.77437707792853,Bar
562,Te aro,-41.2924322,174.7788891,Wellington Trawling Sea Market,-41.295664083104235,174.7743938874997,Fish Market
563,Te aro,-41.2924322,174.7788891,Holland Road Yarn Company,-41.286746,174.776047,Arts & Crafts Store
564,Te aro,-41.2924322,174.7788891,The Third Eye - Tuatara Temple of Taste,-41.29726924803836,174.77429154242577,Brewery
565,Te aro,-41.2924322,174.7788891,Photo Espresso,-41.286103743272655,174.7773797168806,Camera Store
566,Te aro,-41.2924322,174.7788891,The Hop Garden,-41.2972026669215,174.78291612986766,Beer Garden
567,Te aro,-41.2924322,174.7788891,Whitebait,-41.29027368279359,174.7854613172054,Modern European Restaurant
568,Te aro,-41.2924322,174.7788891,Ohtel,-41.29226255905744,174.78609432218767,Hotel
569,Te aro,-41.2924322,174.7788891,The Bresolin,-41.29498102817851,174.77130532884985,Restaurant
570,Te aro,-41.2924322,174.7788891,Poneke,-41.29058808978588,174.78540525361822,Café
571,Te aro,-41.2924322,174.7788891,HK BBQ & Tea,-41.29460859153894,174.7839480056834,Chinese Restaurant
572,Te aro,-41.2924322,174.7788891,Martha's Pantry,-41.29710944919055,174.77325946183367,Tea Room
573,Te aro,-41.2924322,174.7788891,Welsh Dragon Bar,-41.29368675828649,174.78402084769866,Bar
574,Thorndon,-41.2745396,174.7756309,New World Thorndon,-41.2743557918068,174.7785482911815,Supermarket
575,Thorndon,-41.2745396,174.7756309,Thorndon Chippery,-41.27511133541983,174.77953360687187,Fish & Chips Shop
576,Thorndon,-41.2745396,174.7756309,Mojo Summit,-41.27284379915659,174.77805133744684,Coffee Shop
577,Thorndon,-41.2745396,174.7756309,Sofitel Wellington,-41.27972322894478,174.77470497260185,Hotel
578,Thorndon,-41.2745396,174.7756309,Parliament Grounds,-41.27825799001019,174.77730989456177,Garden
579,Thorndon,-41.2745396,174.7756309,Fuel Espresso,-41.27604117520096,174.77908711841715,Coffee Shop
580,Thorndon,-41.2745396,174.7756309,Cityfitness Thorndon,-41.27580246730107,174.78171375056704,Gym
581,Thorndon,-41.2745396,174.7756309,Cosa Nostra,-41.278375911976134,174.76970547711514,Italian Restaurant
582,Thorndon,-41.2745396,174.7756309,Starfish Fish & Chips,-41.27454819551939,174.77815686458706,Fish & Chips Shop
583,Thorndon,-41.2745396,174.7756309,Ministry of Food Bar & Kitchen,-41.2784921010879,174.77476156034461,Café
584,Thorndon,-41.2745396,174.7756309,Cafe Leafee,-41.27825198085591,174.7698841905708,Café
585,Thorndon,-41.2745396,174.7756309,Where's Charlie,-41.28007110473854,174.7761313111265,Vietnamese Restaurant
586,Thorndon,-41.2745396,174.7756309,The Dwellington,-41.273340414926665,174.77935865019174,Hostel
587,Thorndon,-41.2745396,174.7756309,Hillside Kitchen & Cellar,-41.27698765706347,174.77146409676232,Restaurant
588,Thorndon,-41.2745396,174.7756309,Sir Breadwins,-41.28080314386668,174.7761083619576,Sandwich Place
589,Thorndon,-41.2745396,174.7756309,The Thistle Inn,-41.277764348409185,174.7797934781755,Gastropub
590,Thorndon,-41.2745396,174.7756309,Les Mills Lambton Quay,-41.27977928973591,174.776513732761,Gym / Fitness Center
591,Thorndon,-41.2745396,174.7756309,Seize,-41.28087770838137,174.77598845867197,Salad Place
592,Thorndon,-41.2745396,174.7756309,Backbencher Pub and Cafe,-41.277669,174.77791,Gastropub
593,Thorndon,-41.2745396,174.7756309,Word of Mouth,-41.27619345212973,174.77803861027138,Café
594,Thorndon,-41.2745396,174.7756309,Yoshi Sushi & Bento,-41.280080257855126,174.77620310049466,Sushi Restaurant
595,Thorndon,-41.2745396,174.7756309,Rydges Hotel,-41.28083393706108,174.77840486240214,Hotel
596,Thorndon,-41.2745396,174.7756309,Bolton Hotel,-41.279494560958184,174.77473636123855,Hotel
597,Thorndon,-41.2745396,174.7756309,Wellington Seamarket,-41.28095901629461,174.77616929945756,Fish Market
598,Thorndon,-41.2745396,174.7756309,Mojo Featherston,-41.28001710588259,174.7790590183044,Coffee Shop
599,Thorndon,-41.2745396,174.7756309,Artisan Restaurant @ Bolton Hotel,-41.27947510113961,174.77472654363012,Restaurant
600,Thorndon,-41.2745396,174.7756309,Bethel Woods,-41.28124285812877,174.77505840175542,BBQ Joint
601,Thorndon,-41.2745396,174.7756309,Sprig & Fern,-41.278822454095675,174.76912140129016,Brewery
602,Thorndon,-41.2745396,174.7756309,Portlander,-41.280854706189096,174.77837381209986,Steakhouse
603,Thorndon,-41.2745396,174.7756309,Coffee 32,-41.28032386572328,174.7753154588346,Coffee Shop
604,Thorndon,-41.2745396,174.7756309,The Churchill,-41.280681623122575,174.77598836932276,Gastropub
605,Thorndon,-41.2745396,174.7756309,Cafe Vanilla,-41.27700399558504,174.77963998072318,Café
606,Thorndon,-41.2745396,174.7756309,The Old Bailey,-41.280087827726156,174.77626449627002,Gastropub
607,Thorndon,-41.2745396,174.7756309,Dumpling'd,-41.28007279629892,174.77569462137086,Dumpling Restaurant
608,Thorndon,-41.2745396,174.7756309,Bordeaux Bakery & Brasserie,-41.27146565653782,174.78187604623335,Bakery
609,Thorndon,-41.2745396,174.7756309,Toyworld,-41.28083984625422,174.7773013011773,Toy / Game Store
610,Thorndon,-41.2745396,174.7756309,The Speight's Ale House,-41.278176086655954,174.7699743222084,Bar
611,Thorndon,-41.2745396,174.7756309,Indus Bistro and Tandoor,-41.275941780114216,174.77253156400312,Indian Restaurant
612,Thorndon,-41.2745396,174.7756309,The Thorndon Tennis & Squash Club,-41.272911,174.779402,Tennis Court
613,Thorndon,-41.2745396,174.7756309,Tinakori Bistro,-41.27843,174.76953,Restaurant
614,Thorndon,-41.2745396,174.7756309,The Shepherds Arms Hotel,-41.278172646641444,174.77000080794272,Hotel
615,Thorndon,-41.2745396,174.7756309,Seddon Memorial,-41.27942331629239,174.77167311183197,Monument / Landmark
616,Thorndon,-41.2745396,174.7756309,Gar-Fare Café,-41.270609998528414,174.78147047145146,Café
617,Thorndon,-41.2745396,174.7756309,Anderson Park,-41.27967566052315,174.77084214495486,Park
618,Highbury,-41.2927984,174.7560963,Zealandia Eco-Sanctuary,-41.29087223968744,174.75327732887666,Nature Preserve
619,Highbury,-41.2927984,174.7560963,Mediterranean Food Warehouse,-41.289113,174.76221032,Pizza Place
620,Highbury,-41.2927984,174.7560963,Pratha 2 Go,-41.289000888253845,174.76181745529175,Malay Restaurant
621,Highbury,-41.2927984,174.7560963,Caffe MODE,-41.28915883923364,174.76260231908168,Coffee Shop
622,Highbury,-41.2927984,174.7560963,Rata Café,-41.29100226772245,174.75337778943808,Café
623,Highbury,-41.2927984,174.7560963,Kelburn Village Pub,-41.289403449114346,174.76213313693407,Pub
624,Highbury,-41.2927984,174.7560963,Kelburn Cafe,-41.289265425718604,174.76233089455863,Café
625,Highbury,-41.2927984,174.7560963,Polhill Reserve,-41.29394406631803,174.76161913004097,Nature Preserve
626,Highbury,-41.2927984,174.7560963,Karori Tunnel,-41.287336157161796,174.7556483745575,Tunnel
627,Highbury,-41.2927984,174.7560963,Paradise Seafoods,-41.289034844552596,174.76205252782776,Fish & Chips Shop
628,Highbury,-41.2927984,174.7560963,Brezelmania,-41.28922258047282,174.76261138916016,Bakery
629,Pipitea,-41.2768345,174.7848189,Cityfitness Thorndon,-41.27580246730107,174.78171375056704,Gym
630,Pipitea,-41.2768345,174.7848189,Thorndon Chippery,-41.27511133541983,174.77953360687187,Fish & Chips Shop
631,Pipitea,-41.2768345,174.7848189,New World Thorndon,-41.2743557918068,174.7785482911815,Supermarket
632,Pipitea,-41.2768345,174.7848189,The Thistle Inn,-41.277764348409185,174.7797934781755,Gastropub
633,Pipitea,-41.2768345,174.7848189,Fuel Espresso,-41.27604117520096,174.77908711841715,Coffee Shop
634,Pipitea,-41.2768345,174.7848189,Parliament Grounds,-41.27825799001019,174.77730989456177,Garden
635,Pipitea,-41.2768345,174.7848189,Westpac Stadium,-41.27380713060605,174.78591442108154,Stadium
636,Pipitea,-41.2768345,174.7848189,Mojo Summit,-41.27284379915659,174.77805133744684,Coffee Shop
637,Pipitea,-41.2768345,174.7848189,The Dwellington,-41.273340414926665,174.77935865019174,Hostel
638,Pipitea,-41.2768345,174.7848189,Rydges Hotel,-41.28083393706108,174.77840486240214,Hotel
639,Pipitea,-41.2768345,174.7848189,Mojo Featherston,-41.28001710588259,174.7790590183044,Coffee Shop
640,Pipitea,-41.2768345,174.7848189,Backbencher Pub and Cafe,-41.277669,174.77791,Gastropub
641,Pipitea,-41.2768345,174.7848189,Starfish Fish & Chips,-41.27454819551939,174.77815686458706,Fish & Chips Shop
642,Pipitea,-41.2768345,174.7848189,Portlander,-41.280854706189096,174.77837381209986,Steakhouse
643,Pipitea,-41.2768345,174.7848189,Cafe Vanilla,-41.27700399558504,174.77963998072318,Café
644,Pipitea,-41.2768345,174.7848189,Word of Mouth,-41.27619345212973,174.77803861027138,Café
645,Pipitea,-41.2768345,174.7848189,Bordeaux Bakery & Brasserie,-41.27146565653782,174.78187604623335,Bakery
646,Pipitea,-41.2768345,174.7848189,CentrePort Wellington,-41.272578676234964,174.78769871900144,Pier
647,Pipitea,-41.2768345,174.7848189,The Thorndon Tennis & Squash Club,-41.272911,174.779402,Tennis Court
648,Pipitea,-41.2768345,174.7848189,Thrifty Car Rental,-41.2704,174.7865,Rental Car Location
649,Pipitea,-41.2768345,174.7848189,Gar-Fare Café,-41.270609998528414,174.78147047145146,Café
650,Brooklyn,-41.306574,174.7623545,Cafe Caribe,-41.30519379652946,174.76388220684265,Café
651,Brooklyn,-41.306574,174.7623545,Penthouse Cinema & Cafe,-41.30550971548974,174.76332921880422,Indie Movie Theater
652,Brooklyn,-41.306574,174.7623545,Central Park,-41.30095909999015,174.7671604156494,Park
653,Brooklyn,-41.306574,174.7623545,United Video,-41.305254,174.763666,Video Store
654,Brooklyn,-41.306574,174.7623545,Brooklyn Pharmacy,-41.30534827709198,174.76354479789734,Pharmacy
655,Brooklyn,-41.306574,174.7623545,Brooklyn Deli,-41.305293332303926,174.76359233807534,Deli / Bodega
656,Brooklyn,-41.306574,174.7623545,Brooklyn Bar & Bistro,-41.3052765448276,174.76378098746991,Gastropub
657,Brooklyn,-41.306574,174.7623545,Burger Wisconsin,-41.305263929040024,174.76377415716243,Burger Joint
658,Brooklyn,-41.306574,174.7623545,Nanking Takeaways,-41.30514475025292,174.7641990730968,Fast Food Restaurant
659,Brooklyn,-41.306574,174.7623545,Wing On Chang Foodmarket,-41.30502886338235,174.76511796251714,Convenience Store
660,Brooklyn,-41.306574,174.7623545,Jo's Pies,-41.304974,174.765125,Pie Shop
661,Berhampore,-41.3232643,174.7740897,Macalister Park,-41.3203269580674,174.77157614121725,Park
662,Berhampore,-41.3232643,174.7740897,Martin Luckie Park,-41.32458694683371,174.77861881256104,Park
663,Berhampore,-41.3232643,174.7740897,Liquid Self Service Laundromat,-41.319618530317555,174.77775970277858,Laundromat
664,Berhampore,-41.3232643,174.7740897,Chinese Sports and Cultural Centre,-41.3239563130034,174.78049183062248,Recreation Center
665,Berhampore,-41.3232643,174.7740897,National Hockey Stadium,-41.325995373204506,174.78153696453293,Hockey Arena
666,Berhampore,-41.3232643,174.7740897,Island Bay Skate Park,-41.32968025620748,174.774471800854,Skate Park
667,Island bay,-41.3323139,174.7716525,Floyd's,-41.33415010053813,174.77325471929487,Café
668,Island bay,-41.3323139,174.7716525,Blue Belle Cafe,-41.33466431370635,174.77324317503556,Café
669,Island bay,-41.3323139,174.7716525,Brew'd Island Bay,-41.33520924992448,174.77338597190183,Beer Garden
670,Island bay,-41.3323139,174.7716525,Empire Cinema & Eatery,-41.33718792117227,174.77260527070857,Movie Theater
671,Island bay,-41.3323139,174.7716525,New World,-41.33464500172865,174.77267282781057,Supermarket
672,Island bay,-41.3323139,174.7716525,Bay's Takeaway,-41.334508441081894,174.7733228312012,Fast Food Restaurant
673,Island bay,-41.3323139,174.7716525,Island Bay Video,-41.33468401764138,174.7731683118074,Video Store
674,Island bay,-41.3323139,174.7716525,Island Bay Skate Park,-41.32968025620748,174.774471800854,Skate Park
675,Island bay,-41.3323139,174.7716525,Hell Pizza,-41.33660372198838,174.77334010706605,Pizza Place
676,Island bay,-41.3323139,174.7716525,Patrisha's Original Pies,-41.337199870672265,174.77185153872495,Pie Shop
677,Island bay,-41.3323139,174.7716525,Bodies alive training,-41.335753,174.7789414,Gym
678,Newtown,-41.3110524,174.7780368,Bebemos,-41.31089795668417,174.77896798764777,Latin American Restaurant
679,Newtown,-41.3110524,174.7780368,Monterey,-41.31188256195958,174.77916871320028,Bar
680,Newtown,-41.3110524,174.7780368,Baobab Café,-41.31301818228412,174.77960560896963,Café
681,Newtown,-41.3110524,174.7780368,Peoples Coffee,-41.31350351649571,174.78081323410908,Coffee Shop
682,Newtown,-41.3110524,174.7780368,Pranah Cafe,-41.3122090607701,174.77929962998945,Vegetarian / Vegan Restaurant
683,Newtown,-41.3110524,174.7780368,Viva Mexico,-41.31286639555103,174.77969647448674,Mexican Restaurant
684,Newtown,-41.3110524,174.7780368,MOON,-41.31318317172811,174.7797078864004,Dive Bar
685,Newtown,-41.3110524,174.7780368,Black Coffee,-41.311998,174.77923,Coffee Shop
686,Newtown,-41.3110524,174.7780368,The Ramen Shop,-41.31411665840551,174.77995939946015,Ramen Restaurant
687,Newtown,-41.3110524,174.7780368,BurgerFuel,-41.3074972,174.777632,Burger Joint
688,Newtown,-41.3110524,174.7780368,Mediterranean Foods,-41.313435,174.782341,Gourmet Shop
689,Newtown,-41.3110524,174.7780368,Cicio Cacio Osteria Newtown,-41.313083103984766,174.7800942529895,Italian Restaurant
690,Newtown,-41.3110524,174.7780368,The Office,-41.31230359742996,174.7792262524098,Bar
691,Newtown,-41.3110524,174.7780368,Planet Spice,-41.31240874507775,174.77937578314916,Indian Restaurant
692,Newtown,-41.3110524,174.7780368,Fish Fins,-41.313614819519614,174.77992639768456,Fish & Chips Shop
693,Newtown,-41.3110524,174.7780368,Newtown Fruit and Vegetable Market,-41.31112988265102,174.78010827005036,Farmers Market
694,Newtown,-41.3110524,174.7780368,Bowlarama Newtown,-41.30875211206701,174.77464439304592,Bowling Alley
695,Newtown,-41.3110524,174.7780368,Countdown,-41.30732997804101,174.77736851335067,Supermarket
696,Newtown,-41.3110524,174.7780368,Bus 11: Newtown / Train Station,-41.31086068552737,174.7783560925947,Bus Line
697,Newtown,-41.3110524,174.7780368,Mr Bun Bakery & Hot Bread Shop,-41.31279973642071,174.77958453402175,Bakery
698,Newtown,-41.3110524,174.7780368,Bus 11: Seatoun/Railway Station,-41.30910997308489,174.77948258968166,Bus Line
699,Newtown,-41.3110524,174.7780368,Wellington Indoor Sports,-41.30905988730254,174.77466041430353,Athletics & Sports
700,Newtown,-41.3110524,174.7780368,Unichem Newtown Mall Pharmacy,-41.3144938,174.7801542,Pharmacy
701,Newtown,-41.3110524,174.7780368,Liquorland,-41.313404900521334,174.78199546455943,Liquor Store
702,Newtown,-41.3110524,174.7780368,Aroy Thai Express,-41.31529161482998,174.7803287221852,Thai Restaurant
703,Newtown,-41.3110524,174.7780368,VTNZ Adelaide Rd,-41.30644394394161,174.77765855155852,Auto Garage
704,Newtown,-41.3110524,174.7780368,Bus Stop 7021,-41.312961248516125,174.7846201576804,Bus Station
705,Newtown,-41.3110524,174.7780368,Domino's Pizza,-41.31621407983401,174.78088940548434,Pizza Place
706,Vogeltown,-41.3129325,174.7688052,Bowlarama Newtown,-41.30875211206701,174.77464439304592,Bowling Alley
707,Vogeltown,-41.3129325,174.7688052,Mornington Dairy,-41.31562194072615,174.76535713572483,Convenience Store
708,Vogeltown,-41.3129325,174.7688052,Wellington Indoor Sports,-41.30905988730254,174.77466041430353,Athletics & Sports
709,Vogeltown,-41.3129325,174.7688052,Junglerama,-41.309093005893985,174.77486941766816,Playground
710,Vogeltown,-41.3129325,174.7688052,Capital City Gymnastics,-41.30826794966265,174.77456355882626,Gym
711,Vogeltown,-41.3129325,174.7688052,New Zealand School Of Dance,-41.30804198353215,174.77462473072575,Dance Studio
712,Vogeltown,-41.3129325,174.7688052,Te Whaea: National Dance & Drama Centre,-41.308000386617884,174.7746368516817,College Arts Building
713,Houghton bay,-41.3382326,174.7878218,Houghton Bay,-41.34181223632286,174.7874438940705,Beach
714,Houghton bay,-41.3382326,174.7878218,Buckley Road Reserve,-41.33793221510153,174.78303014556622,Nature Preserve
715,Houghton bay,-41.3382326,174.7878218,Dorrie Leslie Park,-41.338476268113254,174.79305487541617,Park
716,Houghton bay,-41.3382326,174.7878218,Waitaha Cove,-41.34247135977942,174.79130182159383,Beach
717,Houghton bay,-41.3382326,174.7878218,Southgate Park,-41.333739226783926,174.78145122528076,Soccer Field
718,Kingston,-41.3223122,174.7647252,Red Rocks Seal Colony,-41.32796426190917,174.7639509555947,Beach
719,Kingston,-41.3223122,174.7647252,Carlucci Land,-41.32792510471055,174.7639440908388,Mini Golf
720,Kingston,-41.3223122,174.7647252,Bus Stop 7730,-41.323637422898166,174.76345267941824,Bus Station
721,Kingston,-41.3223122,174.7647252,Kingston takeaways,-41.32376336193573,174.76344957595714,Fast Food Restaurant
722,Kingston,-41.3223122,174.7647252,Kingston Foodmarket,-41.32355265573405,174.76347811698463,Convenience Store
723,Kingston,-41.3223122,174.7647252,Macalister Park,-41.3203269580674,174.77157614121725,Park
724,Kingston,-41.3223122,174.7647252,To Te Kopahou Reserve,-41.3279042469925,174.7639313685982,Nature Preserve
725,Kingston,-41.3223122,174.7647252,Wakefield Park,-41.327920496325966,174.7639504071493,Soccer Field
726,Kingston,-41.3223122,174.7647252,Tawatawa Reserve,-41.32792896632185,174.76392392997928,Nature Preserve
727,Kingston,-41.3223122,174.7647252,City To Sea Walkway,-41.327944836290136,174.76392157377174,Trail
728,Kingston,-41.3223122,174.7647252,Mornington Dairy,-41.31562194072615,174.76535713572483,Convenience Store
729,Mornington,-41.3168779,174.7689811,Mornington Dairy,-41.31562194072615,174.76535713572483,Convenience Store
730,Mornington,-41.3168779,174.7689811,Macalister Park,-41.3203269580674,174.77157614121725,Park
731,Mornington,-41.3168779,174.7689811,Golden Sun,-41.319895,174.775356,Fast Food Restaurant
732,Mornington,-41.3168779,174.7689811,The Paperboat,-41.320034,174.77556,Modern European Restaurant
733,Southgate,-41.3338263,174.7812115,Floyd's,-41.33415010053813,174.77325471929487,Café
734,Southgate,-41.3338263,174.7812115,Blue Belle Cafe,-41.33466431370635,174.77324317503556,Café
735,Southgate,-41.3338263,174.7812115,Brew'd Island Bay,-41.33520924992448,174.77338597190183,Beer Garden
736,Southgate,-41.3338263,174.7812115,New World,-41.33464500172865,174.77267282781057,Supermarket
737,Southgate,-41.3338263,174.7812115,Bay's Takeaway,-41.334508441081894,174.7733228312012,Fast Food Restaurant
738,Southgate,-41.3338263,174.7812115,Island Bay Video,-41.33468401764138,174.7731683118074,Video Store
739,Southgate,-41.3338263,174.7812115,Hell Pizza,-41.33660372198838,174.77334010706605,Pizza Place
740,Southgate,-41.3338263,174.7812115,Island Bay Skate Park,-41.32968025620748,174.774471800854,Skate Park
741,Hataitai,-41.304278,174.7967804,The Realm,-41.304723,174.794284,Bar
742,Hataitai,-41.304278,174.7967804,Greta Point Cafe,-41.30417204647736,174.80224264834686,Café
743,Hataitai,-41.304278,174.7967804,Hataitai Hot Bread Shop,-41.304378316760655,174.79392037481296,Bakery
744,Hataitai,-41.304278,174.7967804,BurgerFuel,-41.304726,174.793651,Burger Joint
745,Hataitai,-41.304278,174.7967804,Crazy Rabbit Cafe,-41.304135,174.79395,Café
746,Hataitai,-41.304278,174.7967804,Nakhon Thai,-41.30426330451627,174.794784849502,Thai Restaurant
747,Hataitai,-41.304278,174.7967804,Japanese Kitchen,-41.30440871922092,174.79454040527344,Japanese Restaurant
748,Hataitai,-41.304278,174.7967804,Hell Pizza,-41.30408152,174.794377,Pizza Place
749,Hataitai,-41.304278,174.7967804,Burger Wisconsin,-41.303998,174.79427885,Burger Joint
750,Hataitai,-41.304278,174.7967804,Khana Khazana,-41.3043471,174.793846,Indian Restaurant
751,Hataitai,-41.304278,174.7967804,Four Square,-41.30394772605858,174.79386513497647,Grocery Store
752,Hataitai,-41.304278,174.7967804,Great Wall Takeaways,-41.304637,174.793835,Fish & Chips Shop
753,Hataitai,-41.304278,174.7967804,Hataitai Beach,-41.30588243254343,174.80002069291558,Beach
754,Hataitai,-41.304278,174.7967804,Cog Park,-41.30428860317074,174.80109071375963,Park
755,Hataitai,-41.304278,174.7967804,Dayal's Super Market,-41.302599,174.792109,Grocery Store
756,Hataitai,-41.304278,174.7967804,Haitaitai Tennis Courts,-41.30588690353155,174.79186749310983,Tennis Court
757,Hataitai,-41.304278,174.7967804,Hataitai Velodrome,-41.30537047246198,174.79033863825572,Track Stadium
758,Hataitai,-41.304278,174.7967804,Hataitai Park,-41.307471456909994,174.79125595608969,Park
759,Hataitai,-41.304278,174.7967804,ARTIVIST : creative,-41.30973592683607,174.79764103889465,Design Studio
760,Hataitai,-41.304278,174.7967804,Marrakech Cafe,-41.30290628714634,174.80401533481586,Moroccan Restaurant
761,Hataitai,-41.304278,174.7967804,Hataitai Bus Tunnel,-41.300701177201994,174.79020595550534,Tunnel
762,Lyall bay,-41.323407,174.7984817,ParrotDog Brewery,-41.327199,174.800011,Brewery
763,Lyall bay,-41.323407,174.7984817,Lyall Bay Beach,-41.328688520341586,174.79618883433662,Beach
764,Lyall bay,-41.323407,174.7984817,Elements Cafe,-41.32587810892148,174.7953211819828,Café
765,Lyall bay,-41.323407,174.7984817,ASB Sports Centre,-41.317227730472204,174.80200190686918,Recreation Center
766,Lyall bay,-41.323407,174.7984817,Spruce Goose,-41.32837483717062,174.80393145165405,Café
767,Lyall bay,-41.323407,174.7984817,The Botanist,-41.32893866984025,174.79546442627904,Vegetarian / Vegan Restaurant
768,Lyall bay,-41.323407,174.7984817,Kathmandu,-41.326488406570576,174.8038101196289,Sporting Goods Shop
769,Lyall bay,-41.323407,174.7984817,Countdown,-41.319160202058754,174.79488583736406,Supermarket
770,Lyall bay,-41.323407,174.7984817,PAK'nSAVE,-41.31880276981764,174.7964978529348,Supermarket
771,Lyall bay,-41.323407,174.7984817,Mint,-41.32700088702812,174.80312593477137,Café
772,Lyall bay,-41.323407,174.7984817,Leo's Seafood,-41.32129479957644,174.8016715737983,Fish & Chips Shop
773,Lyall bay,-41.323407,174.7984817,Sinbad Kebab House,-41.320377,174.796067,Middle Eastern Restaurant
774,Lyall bay,-41.323407,174.7984817,Centennial Coffee House,-41.32688722893716,174.8004436083186,Café
775,Lyall bay,-41.323407,174.7984817,Tandoori Heritage,-41.319888621893,174.79528178752992,Indian Restaurant
776,Lyall bay,-41.323407,174.7984817,The Duke of Roxburgh,-41.32500591730452,174.79301691055298,Bed & Breakfast
777,Lyall bay,-41.323407,174.7984817,Bed Bath & Beyond,-41.326644,174.802764,Furniture / Home Store
778,Lyall bay,-41.323407,174.7984817,Number One Shoes Lyall Bay,-41.326699465687554,174.8029249884306,Shoe Store
779,Lyall bay,-41.323407,174.7984817,The Warehouse,-41.32722432109951,174.80306333691425,Department Store
780,Lyall bay,-41.323407,174.7984817,Airport Retail Park,-41.326696937835294,174.80306765176178,Shopping Mall
781,Lyall bay,-41.323407,174.7984817,Briscoes,-41.32749165581433,174.80231037913825,Furniture / Home Store
782,Lyall bay,-41.323407,174.7984817,KFC,-41.31791859615176,174.79569762315438,Fast Food Restaurant
783,Lyall bay,-41.323407,174.7984817,Warehouse Stationery,-41.318652,174.795349,Paper / Office Supplies Store
784,Lyall bay,-41.323407,174.7984817,The Children's Bookshop,-41.31830010470017,174.79402820469016,Bookstore
785,Lyall bay,-41.323407,174.7984817,Subway,-41.31774405720117,174.79516784507746,Sandwich Place
786,Lyall bay,-41.323407,174.7984817,A1 Takeaways,-41.317846604836895,174.7947722043368,Fast Food Restaurant
787,Lyall bay,-41.323407,174.7984817,Melrose Haven B&B,-41.3214901,174.79040780000003,Bed & Breakfast
788,Kilbirnie,-41.3166456,174.7980932,ASB Sports Centre,-41.317227730472204,174.80200190686918,Recreation Center
789,Kilbirnie,-41.3166456,174.7980932,Wellington Regional Aquatic Centre,-41.315209663686,174.79386935716508,Pool
790,Kilbirnie,-41.3166456,174.7980932,Evans Bay,-41.312040756195614,174.7966432571411,Beach
791,Kilbirnie,-41.3166456,174.7980932,Countdown,-41.319160202058754,174.79488583736406,Supermarket
792,Kilbirnie,-41.3166456,174.7980932,PAK'nSAVE,-41.31880276981764,174.7964978529348,Supermarket
793,Kilbirnie,-41.3166456,174.7980932,KFC,-41.31791859615176,174.79569762315438,Fast Food Restaurant
794,Kilbirnie,-41.3166456,174.7980932,Subway,-41.31774405720117,174.79516784507746,Sandwich Place
795,Kilbirnie,-41.3166456,174.7980932,A1 Takeaways,-41.317846604836895,174.7947722043368,Fast Food Restaurant
