,Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
277,Wellington central,-41.2821003,174.7759494,Mrs Higgins Cookies,-41.28210923159745,174.7761852568074,Bakery
278,Wellington central,-41.2821003,174.7759494,Cosa Nostra,-41.278375911976134,174.76970547711514,Italian Restaurant
279,Wellington central,-41.2821003,174.7759494,Juniper Gin Bar & Restaurant,-41.282877851503734,174.77706858351567,Restaurant
280,Wellington central,-41.2821003,174.7759494,Pita Pit,-41.282340953304264,174.77749973597324,Sandwich Place
281,Wellington central,-41.2821003,174.7759494,Cafe Leafee,-41.27825198085591,174.7698841905708,Café
282,Wellington central,-41.2821003,174.7759494,Pandoro Panetteria,-41.28206714450764,174.77535741837485,Bakery
283,Wellington central,-41.2821003,174.7759494,Mojo Featherston,-41.28001710588259,174.7790590183044,Coffee Shop
284,Wellington central,-41.2821003,174.7759494,The Churchill,-41.280681623122575,174.77598836932276,Gastropub
285,Wellington central,-41.2821003,174.7759494,Coffee 32,-41.28032386572328,174.7753154588346,Coffee Shop
286,Wellington central,-41.2821003,174.7759494,Bolton Hotel,-41.279494560958184,174.77473636123855,Hotel
287,Wellington central,-41.2821003,174.7759494,Nikau Gallery Cafe,-41.288483020232675,174.77757845883235,Café
288,Wellington central,-41.2821003,174.7759494,Lady Norwood Rose Garden,-41.280595925367706,174.7694781431268,Garden
289,Wellington central,-41.2821003,174.7759494,Tank,-41.28172306175824,174.7759896494653,Juice Bar
290,Wellington central,-41.2821003,174.7759494,Artisan Restaurant @ Bolton Hotel,-41.27947510113961,174.77472654363012,Restaurant
291,Wellington central,-41.2821003,174.7759494,Sterling,-41.282303,174.775082,Steakhouse
292,Wellington central,-41.2821003,174.7759494,The Thistle Inn,-41.277764348409185,174.7797934781755,Gastropub
293,Wellington central,-41.2821003,174.7759494,Civic Square,-41.28867601035872,174.77722921752957,Plaza
294,Wellington central,-41.2821003,174.7759494,The Old Bailey,-41.280087827726156,174.77626449627002,Gastropub
295,Wellington central,-41.2821003,174.7759494,Hillside Kitchen & Cellar,-41.27698765706347,174.77146409676232,Restaurant
296,Wellington central,-41.2821003,174.7759494,Backbencher Pub and Cafe,-41.277669,174.77791,Gastropub
297,Wellington central,-41.2821003,174.7759494,Fuel Espresso,-41.27604117520096,174.77908711841715,Coffee Shop
298,Wellington central,-41.2821003,174.7759494,Dumpling'd,-41.28007279629892,174.77569462137086,Dumpling Restaurant
299,Wellington central,-41.2821003,174.7759494,Starbucks,-41.28203250610422,174.7761947870398,Coffee Shop
300,Wellington central,-41.2821003,174.7759494,Picnic Cafe,-41.281006170251615,174.76942149966203,Café
301,Wellington central,-41.2821003,174.7759494,Sprig & Fern,-41.278822454095675,174.76912140129016,Brewery
302,Wellington central,-41.2821003,174.7759494,Toyworld,-41.28083984625422,174.7773013011773,Toy / Game Store
303,Wellington central,-41.2821003,174.7759494,Word of Mouth,-41.27619345212973,174.77803861027138,Café
304,Wellington central,-41.2821003,174.7759494,Cafe Vanilla,-41.27700399558504,174.77963998072318,Café
305,Wellington central,-41.2821003,174.7759494,The Speight's Ale House,-41.278176086655954,174.7699743222084,Bar
306,Wellington central,-41.2821003,174.7759494,Clifton Cable Car Station,-41.284895581808584,174.77317188039797,Cable Car
307,Wellington central,-41.2821003,174.7759494,Tinakori Bistro,-41.27843,174.76953,Restaurant
308,Wellington central,-41.2821003,174.7759494,Seddon Memorial,-41.27942331629239,174.77167311183197,Monument / Landmark
309,Wellington central,-41.2821003,174.7759494,Anderson Park,-41.27967566052315,174.77084214495486,Park
310,Wellington central,-41.2821003,174.7759494,Begonia House,-41.28093517361728,174.7692517526283,Garden
311,Wellington central,-41.2821003,174.7759494,Salamanca (University) Cable Car Station,-41.28523200527817,174.76979434490204,Cable Car
312,Wellington central,-41.2821003,174.7759494,Kelburn Park,-41.285556915008094,174.76990920453812,Soccer Field
313,Wellington central,-41.2821003,174.7759494,Apespresso Café,-41.28742366980183,174.77245229511394,Café
314,Wellington central,-41.2821003,174.7759494,The Shepherds Arms Hotel,-41.278172646641444,174.77000080794272,Hotel
315,Wellington central,-41.2821003,174.7759494,Café Ink,-41.28762568065543,174.77256524071933,Café
316,Wellington central,-41.2821003,174.7759494,Yeung Shing,-41.287618938668004,174.77253200278494,Chinese Restaurant
317,Wellington central,-41.2821003,174.7759494,Dominion Observatory,-41.28434615300562,174.76829795773213,Science Museum
318,Wellington central,-41.2821003,174.7759494,Goods Café & Manufactory,-41.278856,174.76891,Café
319,Wellington central,-41.2821003,174.7759494,Cable Top Eatery,-41.285376,174.768544,Café
320,Wellington central,-41.2821003,174.7759494,Indus Bistro and Tandoor,-41.275941780114216,174.77253156400312,Indian Restaurant
321,Wellington central,-41.2821003,174.7759494,Club Kelburn,-41.28744932400103,174.77047516316645,Gym
322,Mount victoria,-41.2970453,174.7874066,Wellington Town Belt,-41.296496695511344,174.78709733033648,Park
323,Mount victoria,-41.2970453,174.7874066,Ortega Fish Shack,-41.29429428662233,174.7848913717297,Seafood Restaurant
324,Mount victoria,-41.2970453,174.7874066,Embassy Theatre,-41.29412844987249,174.78388281910063,Movie Theater
325,Mount victoria,-41.2970453,174.7874066,The Mt. Vic Chippery,-41.294063292752256,174.784312071218,Fish & Chips Shop
326,Mount victoria,-41.2970453,174.7874066,Black Sparrow,-41.29415837126482,174.78399835162077,Lounge
327,Mount victoria,-41.2970453,174.7874066,Capitol,-41.29408101858284,174.7838730887911,Restaurant
328,Mount victoria,-41.2970453,174.7874066,Pizzeria Napoli,-41.29371,174.782594,Pizza Place
329,Mount victoria,-41.2970453,174.7874066,Mount Victoria,-41.2959777857694,174.79421854019165,Mountain
330,Mount victoria,-41.2970453,174.7874066,Kaffee Eis,-41.29372397208561,174.782226880146,Ice Cream Shop
331,Mount victoria,-41.2970453,174.7874066,Regional Wines & Spirits,-41.29984505525135,174.78195753682186,Liquor Store
332,Mount victoria,-41.2970453,174.7874066,The Hop Garden,-41.2972026669215,174.78291612986766,Beer Garden
333,Mount victoria,-41.2970453,174.7874066,KC Cafe & Takeaway,-41.29363548041123,174.78187007515032,Asian Restaurant
334,Mount victoria,-41.2970453,174.7874066,Moore Wilson’s,-41.29602991331932,174.7803851223326,Grocery Store
335,Mount victoria,-41.2970453,174.7874066,Sweet Mother's Kitchen,-41.29402009985825,174.7832786342386,Southern / Soul Food Restaurant
336,Mount victoria,-41.2970453,174.7874066,PB Technologies,-41.297011190584655,174.7813403691951,Electronics Store
337,Mount victoria,-41.2970453,174.7874066,Museum Hotel & Apartments,-41.29183947663434,174.78258957042357,Hotel
338,Mount victoria,-41.2970453,174.7874066,Monsoon Poon,-41.29305003029305,174.78311299509534,Asian Restaurant
339,Mount victoria,-41.2970453,174.7874066,Kazu Yakitori & Sake Bar,-41.293619800408386,174.78175292508112,Sake Bar
340,Mount victoria,-41.2970453,174.7874066,The Library,-41.29356327298233,174.78108464977345,Lounge
341,Mount victoria,-41.2970453,174.7874066,Restaurant 88,-41.29514728015846,174.78003713952646,Vietnamese Restaurant
342,Mount victoria,-41.2970453,174.7874066,Waitangi Park,-41.29153526046129,174.78511983813794,Park
343,Mount victoria,-41.2970453,174.7874066,Phoenician Falafel,-41.29410934679311,174.7836019515716,Falafel Restaurant
344,Mount victoria,-41.2970453,174.7874066,Nicolini's,-41.29378493835358,174.78250128533043,Italian Restaurant
345,Mount victoria,-41.2970453,174.7874066,Hawthorn Lounge,-41.29501688025087,174.78023736553985,Cocktail Bar
346,Mount victoria,-41.2970453,174.7874066,Saigon Taste,-41.294425379060336,174.78515822114645,Vietnamese Restaurant
347,Mount victoria,-41.2970453,174.7874066,Basin Reserve,-41.30034653170272,174.7801637649536,Cricket Ground
348,Mount victoria,-41.2970453,174.7874066,Coene's Provisions,-41.29145321843839,174.78797058406565,Tapas Restaurant
349,Mount victoria,-41.2970453,174.7874066,Joe's Garage,-41.292293249849344,174.78183220672574,Breakfast Spot
350,Mount victoria,-41.2970453,174.7874066,Dragons Chinese Restaurant,-41.29305718339896,174.78147744760335,Chinese Restaurant
351,Mount victoria,-41.2970453,174.7874066,Hummingbird,-41.293829991058814,174.78272584860503,Restaurant
352,Mount victoria,-41.2970453,174.7874066,Caffe L'affare,-41.296105543238816,174.78031111858195,Café
353,Mount victoria,-41.2970453,174.7874066,Havana Coffee Works,-41.29751631879276,174.77894115680525,Coffee Shop
354,Mount victoria,-41.2970453,174.7874066,Ohtel,-41.29226255905744,174.78609432218767,Hotel
355,Mount victoria,-41.2970453,174.7874066,HK BBQ & Tea,-41.29460859153894,174.7839480056834,Chinese Restaurant
356,Mount victoria,-41.2970453,174.7874066,Exodus Health & Fitness Club,-41.29721947557871,174.77925094875258,Gym
357,Mount victoria,-41.2970453,174.7874066,Chow,-41.293785,174.781075,Asian Restaurant
358,Mount victoria,-41.2970453,174.7874066,Harbourside Market,-41.29121374134778,174.78335124964806,Farmers Market
359,Mount victoria,-41.2970453,174.7874066,Raglan Roast,-41.293996217347825,174.77989155206353,Coffee Shop
360,Mount victoria,-41.2970453,174.7874066,Prefab - ACME HQ,-41.29550451774387,174.77869236338586,Café
361,Mount victoria,-41.2970453,174.7874066,Welsh Dragon Bar,-41.29368675828649,174.78402084769866,Bar
362,Mount victoria,-41.2970453,174.7874066,Bernie's On The Bay,-41.2913165541284,174.78992220785454,Café
363,Mount victoria,-41.2970453,174.7874066,Freyberg Pool & Fitness Centre,-41.291006944432716,174.78978317608994,Pool
364,Mount victoria,-41.2970453,174.7874066,Poneke,-41.29058808978588,174.78540525361822,Café
365,Mount victoria,-41.2970453,174.7874066,Thai Chef's Restaurant,-41.29271057826984,174.78357762070667,Thai Restaurant
366,Mount victoria,-41.2970453,174.7874066,Vista Cafe,-41.29163754829962,174.78780049099228,Café
367,Mount victoria,-41.2970453,174.7874066,Zumo Coffee House,-41.29228556778403,174.78228599264887,Coffee Shop
368,Mount victoria,-41.2970453,174.7874066,Commonsense Organics,-41.29231367456262,174.78231066485486,Organic Grocery
369,Mount victoria,-41.2970453,174.7874066,Poquito,-41.29257652157707,174.7816401249003,Tapas Restaurant
370,Mount victoria,-41.2970453,174.7874066,Hippopotamus Restaurant & Bar,-41.29156497187954,174.7827487737611,Hotel Bar
371,Mount victoria,-41.2970453,174.7874066,New World,-41.292362751609595,174.78448226355192,Supermarket
372,Mount victoria,-41.2970453,174.7874066,Mama Brown,-41.29214998082911,174.78169147333855,Southern / Soul Food Restaurant
373,Mount victoria,-41.2970453,174.7874066,Pandoro Panetteria,-41.29244007995133,174.7825121153988,Bakery
374,Mount victoria,-41.2970453,174.7874066,Apollo Lodge Motel,-41.29457989717409,174.78613917257863,Motel
375,Mount victoria,-41.2970453,174.7874066,The Genghis Khan,-41.29445799849612,174.78558399144538,Mongolian Restaurant
376,Mount victoria,-41.2970453,174.7874066,Masala,-41.29267368377704,174.78249620514396,Indian Restaurant
377,Mount victoria,-41.2970453,174.7874066,YHA,-41.293102475752306,174.78396792028929,Hostel
378,Mount victoria,-41.2970453,174.7874066,Raglan Roast Coffee,-41.29082147523796,174.7853079475616,Coffee Shop
379,Mount victoria,-41.2970453,174.7874066,Little India,-41.29322790436764,174.78309274472159,Indian Restaurant
380,Mount victoria,-41.2970453,174.7874066,Kazu,-41.29267131166199,174.7815639935095,Japanese Restaurant
381,Mount victoria,-41.2970453,174.7874066,Copthorne Hotel Wellington Oriental Bay,-41.29187476714997,174.78744998574257,Hotel
382,Mount victoria,-41.2970453,174.7874066,Fratelli,-41.29319883987344,174.78323683177962,Italian Restaurant
383,Mount victoria,-41.2970453,174.7874066,Mitesh Food Market,-41.298385,174.785962,Convenience Store
384,Mount victoria,-41.2970453,174.7874066,Mojo Pōneke,-41.29046178576904,174.78559224628466,Café
385,Mount victoria,-41.2970453,174.7874066,QT Wellington,-41.292393,174.782301,Hotel
386,Mount victoria,-41.2970453,174.7874066,Big Thumb,-41.29270054994887,174.7825231412614,Chinese Restaurant
387,Mount victoria,-41.2970453,174.7874066,Hataitai Bus Tunnel,-41.300701177201994,174.79020595550534,Tunnel
388,Mount victoria,-41.2970453,174.7874066,Mt Victoria Tunnel,-41.302925727707645,174.78771686553955,Tunnel
389,Mount victoria,-41.2970453,174.7874066,One80 restaurant,-41.291949268206594,174.78734196377917,Restaurant
390,Mount victoria,-41.2970453,174.7874066,Istana Malaysia,-41.29247572892877,174.7824975872942,Malay Restaurant
391,Mount victoria,-41.2970453,174.7874066,Lola Stays,-41.291734,174.787977,Restaurant
392,Mount victoria,-41.2970453,174.7874066,Waitangi Park Play Area,-41.291819743532336,174.78592978568886,Playground
393,Mount victoria,-41.2970453,174.7874066,Clyde Quay Wharf,-41.2914026451696,174.78691895112271,Pier
394,Mount victoria,-41.2970453,174.7874066,The Enormous Crocodile Company,-41.2912116975343,174.78601685340792,Bike Rental / Bike Share
395,Mount victoria,-41.2970453,174.7874066,Hobbit Artisan Market,-41.291208590223704,174.78492106579878,Market
396,Mount cook,-41.3005712,174.7721374,Pukeahu National War Memorial Park,-41.298556178914446,174.77740288537797,Monument / Landmark
397,Mount cook,-41.3005712,174.7721374,Heyday Beer Co,-41.29672507610351,174.77360021890735,Bar
398,Mount cook,-41.3005712,174.7721374,Light House Cuba,-41.29609460696033,174.775276287206,Indie Movie Theater
399,Mount cook,-41.3005712,174.7721374,Central Park,-41.30095909999015,174.7671604156494,Park
400,Mount cook,-41.3005712,174.7721374,The Great War Exhibition,-41.299535,174.777214,Exhibit
401,Mount cook,-41.3005712,174.7721374,The Third Eye - Tuatara Temple of Taste,-41.29726924803836,174.77429154242577,Brewery
402,Mount cook,-41.3005712,174.7721374,Ekim Burgers,-41.29622931018094,174.77420481836467,Burger Joint
403,Mount cook,-41.3005712,174.7721374,Havana Bar,-41.29593148107729,174.77500533701712,Bar
404,Mount cook,-41.3005712,174.7721374,Fidel's Cafe,-41.29592152019071,174.7742319197476,Café
405,Mount cook,-41.3005712,174.7721374,Martha's Pantry,-41.29710944919055,174.77325946183367,Tea Room
406,Mount cook,-41.3005712,174.7721374,Southern Cross Garden Bar Restaurant,-41.29649709965114,174.77437707792853,Bar
407,Mount cook,-41.3005712,174.7721374,Garage Project,-41.295393137967444,174.76788656210468,Brewery
408,Mount cook,-41.3005712,174.7721374,Logan Brown Restaurant & Bar,-41.29482128324447,174.77481326050722,Restaurant
409,Mount cook,-41.3005712,174.7721374,Basin Reserve,-41.30034653170272,174.7801637649536,Cricket Ground
410,Mount cook,-41.3005712,174.7721374,Garage Project Taproom,-41.295337979801324,174.7668540455652,Beer Bar
411,Mount cook,-41.3005712,174.7721374,Havana Coffee Works,-41.29751631879276,174.77894115680525,Coffee Shop
412,Mount cook,-41.3005712,174.7721374,Rasa,-41.2950934761358,174.77473610073963,Malay Restaurant
413,Mount cook,-41.3005712,174.7721374,The Bresolin,-41.29498102817851,174.77130532884985,Restaurant
414,Mount cook,-41.3005712,174.7721374,The Flying Burrito Brothers,-41.29469685850922,174.7749014005381,Mexican Restaurant
415,Mount cook,-41.3005712,174.7721374,Wellington Trawling Sea Market,-41.295664083104235,174.7743938874997,Fish Market
416,Mount cook,-41.3005712,174.7721374,Exodus Health & Fitness Club,-41.29721947557871,174.77925094875258,Gym
417,Mount cook,-41.3005712,174.7721374,Le Moulin Bakery,-41.294013927496216,174.7720745714412,Bakery
418,Mount cook,-41.3005712,174.7721374,Midnight Espresso,-41.294648752253245,174.77496310652904,Café
419,Mount cook,-41.3005712,174.7721374,Loretta,-41.29430875903236,174.775225829341,Restaurant
420,Mount cook,-41.3005712,174.7721374,Mt Cook Cafe,-41.303892504151534,174.775005980361,Café
421,Mount cook,-41.3005712,174.7721374,Ombra,-41.29478404470713,174.7749120188611,Italian Restaurant
422,Mount cook,-41.3005712,174.7721374,S&M's Cocktail and Lounge Bar,-41.294553218494165,174.7750026866532,Gay Bar
423,Mount cook,-41.3005712,174.7721374,BurgerFuel,-41.294584,174.775158,Burger Joint
424,Mount cook,-41.3005712,174.7721374,Salvation Coffee,-41.303716,174.779085,Café
425,Mount cook,-41.3005712,174.7721374,Emporio,-41.295751316899036,174.77254896042538,Coffee Shop
426,Mount cook,-41.3005712,174.7721374,Aro Cafe,-41.29531870331495,174.76692362692086,Café
427,Mount cook,-41.3005712,174.7721374,Hell Pizza,-41.29763920965347,174.77327128704317,Pizza Place
428,Mount cook,-41.3005712,174.7721374,Willis Wellington Hotel,-41.296595732198156,174.77057684037484,Hotel
429,Mount cook,-41.3005712,174.7721374,Te Aro Fish Supplies Ltd,-41.29535642588941,174.76700819269678,Fish Market
430,Mount cook,-41.3005712,174.7721374,Crafters & Co,-41.29432586974737,174.77281703024053,Bar
431,Mount cook,-41.3005712,174.7721374,Central Park Playground,-41.299832375851715,174.76854290362795,Playground
432,Mount cook,-41.3005712,174.7721374,Arobake,-41.29532244084172,174.76718583963674,Bakery
433,Mount cook,-41.3005712,174.7721374,Il Piccolo,-41.2939567135419,174.77199937772804,Italian Restaurant
434,Mount cook,-41.3005712,174.7721374,Leisure Inn Hotel,-41.296385479589034,174.7706810115917,Hotel
435,Mount cook,-41.3005712,174.7721374,LiquorLand,-41.29540170506247,174.77205652767526,Liquor Store
436,Mount cook,-41.3005712,174.7721374,Prince of Wales Park,-41.305685981550106,174.77391268569284,Park
437,Mount cook,-41.3005712,174.7721374,Pizza Hut,-41.303445622676094,174.77894444402497,Pizza Place
438,Mount cook,-41.3005712,174.7721374,Aro Park,-41.295373231457674,174.76831912994385,Park
439,Mount cook,-41.3005712,174.7721374,Jaycar Electronics,-41.30393263,174.77872307,Electronics Store
440,Mount cook,-41.3005712,174.7721374,Wild Bean Cafe,-41.30320832,174.77954055,Café
441,Mount cook,-41.3005712,174.7721374,Aro Video,-41.29464713735326,174.76886034525404,Video Store
442,Mount cook,-41.3005712,174.7721374,Deliaro,-41.29463836514195,174.76884879473215,Deli / Bodega
443,Oriental bay,-41.2918354,174.793919,Oriental Bay,-41.29102579369427,174.792535080198,Beach
444,Oriental bay,-41.2918354,174.793919,Kaffee Eis,-41.29126256643212,174.7944401820066,Ice Cream Shop
445,Oriental bay,-41.2918354,174.793919,Mount Victoria,-41.2959777857694,174.79421854019165,Mountain
446,Oriental bay,-41.2918354,174.793919,Coene's Provisions,-41.29145321843839,174.78797058406565,Tapas Restaurant
447,Oriental bay,-41.2918354,174.793919,Freyberg Pool & Fitness Centre,-41.291006944432716,174.78978317608994,Pool
448,Oriental bay,-41.2918354,174.793919,Bernie's On The Bay,-41.2913165541284,174.78992220785454,Café
449,Oriental bay,-41.2918354,174.793919,Balaena Bay,-41.2920394232002,174.80272308117657,Beach
450,Oriental bay,-41.2918354,174.793919,Waitangi Park,-41.29153526046129,174.78511983813794,Park
451,Oriental bay,-41.2918354,174.793919,Beach Babylon,-41.29136054447935,174.79395911334143,Café
452,Oriental bay,-41.2918354,174.793919,Ohtel,-41.29226255905744,174.78609432218767,Hotel
453,Oriental bay,-41.2918354,174.793919,Whitebait,-41.29027368279359,174.7854613172054,Modern European Restaurant
454,Oriental bay,-41.2918354,174.793919,Poneke,-41.29058808978588,174.78540525361822,Café
455,Oriental bay,-41.2918354,174.793919,Vista Cafe,-41.29163754829962,174.78780049099228,Café
456,Oriental bay,-41.2918354,174.793919,Parade Cafe,-41.290252179127485,174.78937851134503,Café
457,Oriental bay,-41.2918354,174.793919,Chalk,-41.290447213153456,174.78513846903755,Café
458,Oriental bay,-41.2918354,174.793919,Raglan Roast Coffee,-41.29082147523796,174.7853079475616,Coffee Shop
459,Oriental bay,-41.2918354,174.793919,Copthorne Hotel Wellington Oriental Bay,-41.29187476714997,174.78744998574257,Hotel
460,Oriental bay,-41.2918354,174.793919,Mojo Pōneke,-41.29046178576904,174.78559224628466,Café
461,Oriental bay,-41.2918354,174.793919,Oriental Bay Store,-41.290966272354126,174.795394,Convenience Store
462,Oriental bay,-41.2918354,174.793919,Apollo Lodge Motel,-41.29457989717409,174.78613917257863,Motel
463,Oriental bay,-41.2918354,174.793919,Oriental Bay Play Ground,-41.29068725551214,174.79053467363377,Playground
464,Oriental bay,-41.2918354,174.793919,Freyberg Beach,-41.290622348645904,174.79021720050306,Beach
465,Oriental bay,-41.2918354,174.793919,Gelissimo,-41.290564,174.789974,Ice Cream Shop
466,Oriental bay,-41.2918354,174.793919,Tug Boat on the Bay,-41.29009187221527,174.789537,Restaurant
467,Oriental bay,-41.2918354,174.793919,Lola Stays,-41.291734,174.787977,Restaurant
468,Oriental bay,-41.2918354,174.793919,Royal Port Nicholson Yacht Club,-41.291434398216474,174.78797451101806,Sports Club
469,Oriental bay,-41.2918354,174.793919,One80 restaurant,-41.291949268206594,174.78734196377917,Restaurant
470,Oriental bay,-41.2918354,174.793919,Byrd Memorial,-41.296961767134896,174.79381927153537,Monument / Landmark
471,Oriental bay,-41.2918354,174.793919,The Enormous Crocodile Company,-41.2912116975343,174.78601685340792,Bike Rental / Bike Share
472,Oriental bay,-41.2918354,174.793919,Social Cooking,-41.29016264385884,174.78546641389244,Food
473,Oriental bay,-41.2918354,174.793919,Bay Plaza Hotel,-41.29292999008852,174.78511465914298,Hotel
474,Te aro,-41.2924322,174.7788891,Golding's Free Dive,-41.29268877173747,174.77710323312402,Dive Bar
475,Te aro,-41.2924322,174.7788891,Six Barrel Soda Co,-41.29191172410416,174.7775009714804,Café
476,Te aro,-41.2924322,174.7788891,Hashigo Zake,-41.291585406595054,174.77934141731058,Bar
477,Te aro,-41.2924322,174.7788891,Red Rabbit Coffee Co. / Leeds Street Bakery,-41.29291607459048,174.77694629585497,Coffee Shop
478,Te aro,-41.2924322,174.7788891,Egmont St Eatery,-41.29248869720824,174.7778363722754,Restaurant
479,Te aro,-41.2924322,174.7788891,Pizza Pomodoro,-41.29255929366801,174.7769395466557,Pizza Place
480,Te aro,-41.2924322,174.7788891,Les Mills Extreme,-41.292933647436165,174.77842632521023,Gym
481,Te aro,-41.2924322,174.7788891,Customs Brew Bar,-41.29335538338581,174.77637956754478,Coffee Shop
482,Te aro,-41.2924322,174.7788891,Sixes and Sevens,-41.29282318846354,174.77862231947893,Bakery
483,Te aro,-41.2924322,174.7788891,Husk,-41.29274352922984,174.7752448138708,Beer Bar
484,Te aro,-41.2924322,174.7788891,Noble Rot Wine bar,-41.29387653888157,174.77579466552064,Wine Bar
485,Te aro,-41.2924322,174.7788891,The Library,-41.29356327298233,174.78108464977345,Lounge
486,Te aro,-41.2924322,174.7788891,Scopa Caffé Cucina,-41.293377,174.77577,Italian Restaurant
487,Te aro,-41.2924322,174.7788891,BurgerFuel,-41.292838,174.778846,Burger Joint
488,Te aro,-41.2924322,174.7788891,Giddy-Up,-41.29132547529784,174.77706135806153,Snack Place
489,Te aro,-41.2924322,174.7788891,Memphis Belle Coffee House,-41.29187360710586,174.77747000907686,Coffee Shop
490,Te aro,-41.2924322,174.7788891,KC Cafe & Takeaway,-41.29363548041123,174.78187007515032,Asian Restaurant
491,Te aro,-41.2924322,174.7788891,Joe's Garage,-41.292293249849344,174.78183220672574,Breakfast Spot
492,Te aro,-41.2924322,174.7788891,Kaffee Eis,-41.29372397208561,174.782226880146,Ice Cream Shop
493,Te aro,-41.2924322,174.7788891,Museum Of New Zealand Te Papa Tongarewa,-41.29029579480309,174.78205310339186,Museum
494,Te aro,-41.2924322,174.7788891,St James Theatre,-41.29299878329729,174.77966176526164,Theater
495,Te aro,-41.2924322,174.7788891,Pizzeria Napoli,-41.29371,174.782594,Pizza Place
496,Te aro,-41.2924322,174.7788891,Museum Hotel & Apartments,-41.29183947663434,174.78258957042357,Hotel
497,Te aro,-41.2924322,174.7788891,Gallipoli: The Scale of Our War,-41.29028284853568,174.7819128788783,Exhibit
498,Te aro,-41.2924322,174.7788891,Dragons Chinese Restaurant,-41.29305718339896,174.78147744760335,Chinese Restaurant
499,Te aro,-41.2924322,174.7788891,Floriditas,-41.293784194017036,174.7754255166059,Restaurant
500,Te aro,-41.2924322,174.7788891,Crepes a Go-Go,-41.29079037300304,174.7761849840647,Creperie
501,Te aro,-41.2924322,174.7788891,Lamason,-41.289842893558614,174.77600104066693,Coffee Shop
502,Te aro,-41.2924322,174.7788891,The Rogue & Vagabond,-41.29342818414891,174.77484636927474,Pub
503,Te aro,-41.2924322,174.7788891,Milk Crate,-41.293333257069165,174.77637667424744,Coffee Shop
504,Te aro,-41.2924322,174.7788891,Kazu Yakitori & Sake Bar,-41.293619800408386,174.78175292508112,Sake Bar
505,Te aro,-41.2924322,174.7788891,Restaurant 88,-41.29514728015846,174.78003713952646,Vietnamese Restaurant
506,Te aro,-41.2924322,174.7788891,Hawthorn Lounge,-41.29501688025087,174.78023736553985,Cocktail Bar
507,Te aro,-41.2924322,174.7788891,Logan Brown Restaurant & Bar,-41.29482128324447,174.77481326050722,Restaurant
508,Te aro,-41.2924322,174.7788891,Embassy Theatre,-41.29412844987249,174.78388281910063,Movie Theater
509,Te aro,-41.2924322,174.7788891,Wellington Waterfront,-41.28807366373124,174.77952846465723,Waterfront
510,Te aro,-41.2924322,174.7788891,Raglan Roast,-41.293996217347825,174.77989155206353,Coffee Shop
511,Te aro,-41.2924322,174.7788891,Chow,-41.293785,174.781075,Asian Restaurant
512,Te aro,-41.2924322,174.7788891,Matterhorn,-41.29233480920207,174.7756757922725,Lounge
513,Te aro,-41.2924322,174.7788891,Moore Wilson’s,-41.29602991331932,174.7803851223326,Grocery Store
514,Te aro,-41.2924322,174.7788891,Flight Coffee Hangar,-41.29094788276601,174.77395000261714,Coffee Shop
515,Te aro,-41.2924322,174.7788891,Tatsushi,-41.28968965102659,174.77569090117635,Japanese Restaurant
516,Te aro,-41.2924322,174.7788891,Gryphon Theatre,-41.2935,174.777,Indie Theater
517,Te aro,-41.2924322,174.7788891,Viva Mexico,-41.29247996224293,174.77539616262473,Mexican Restaurant
518,Te aro,-41.2924322,174.7788891,Fortune Favours,-41.29315717442872,174.77666501512326,Brewery
519,Te aro,-41.2924322,174.7788891,Little Beer Quarter,-41.29062461447642,174.77514736645512,Beer Bar
520,Te aro,-41.2924322,174.7788891,Apache,-41.289697,174.777128,Vietnamese Restaurant
521,Te aro,-41.2924322,174.7788891,Light House Cuba,-41.29609460696033,174.775276287206,Indie Movie Theater
522,Te aro,-41.2924322,174.7788891,Monsoon Poon,-41.29305003029305,174.78311299509534,Asian Restaurant
523,Te aro,-41.2924322,174.7788891,The Mt. Vic Chippery,-41.294063292752256,174.784312071218,Fish & Chips Shop
524,Te aro,-41.2924322,174.7788891,Longxiang,-41.291120722061066,174.7745482658411,Chinese Restaurant
525,Te aro,-41.2924322,174.7788891,Burger Liquor,-41.28980667781792,174.77436017151382,Burger Joint
526,Te aro,-41.2924322,174.7788891,Ortega Fish Shack,-41.29429428662233,174.7848913717297,Seafood Restaurant
527,Te aro,-41.2924322,174.7788891,Nicolini's,-41.29378493835358,174.78250128533043,Italian Restaurant
528,Te aro,-41.2924322,174.7788891,Loretta,-41.29430875903236,174.775225829341,Restaurant
529,Te aro,-41.2924322,174.7788891,Capitol,-41.29408101858284,174.7838730887911,Restaurant
530,Te aro,-41.2924322,174.7788891,Black Sparrow,-41.29415837126482,174.78399835162077,Lounge
531,Te aro,-41.2924322,174.7788891,Best Ugly Bagels,-41.29371665184771,174.77571880900504,Bagel Shop
532,Te aro,-41.2924322,174.7788891,Havana Bar,-41.29593148107729,174.77500533701712,Bar
533,Te aro,-41.2924322,174.7788891,Siem Reap,-41.29114751742208,174.7744540959846,Cambodian Restaurant
534,Te aro,-41.2924322,174.7788891,City to Sea Bridge,-41.2888220476335,174.7784464718706,Bridge
535,Te aro,-41.2924322,174.7788891,Prefab - ACME HQ,-41.29550451774387,174.77869236338586,Café
